rank,n,net,pf,dd,mar,win,evr,ryr,tpy,sh,so,avl,folds8,secs,params
196,877,27151,1.067,40882,0.66,37.5,0.042,2.5,58.2,0.12,0.22,735,5,1,"{'or_bars': 5, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 0.9, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 3.0, 'trail_bars': 6, 'be_after_R': 0.4, 'atr_filter': 1.1, 'target_R': 4.0, 'flat_eod': True, 'skip_holidays': True}"
197,1102,19382,1.052,24174,0.8,37.0,0.033,2.4,73.2,0.13,0.23,534,6,1,"{'or_bars': 10, 'trade_mode': 'Both', 'stop_frac': 0.5, 'vpace_filter': 0.8, 'breakout_buf': 0.3, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 0, 'be_after_R': 1.1, 'atr_filter': 1.1, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': True}"
198,313,35951,1.206,17251,2.08,44.7,0.114,2.4,20.8,0.26,0.46,1008,3,1,"{'or_bars': 7, 'trade_mode': 'Short Only', 'stop_frac': 1.25, 'vpace_filter': 0.6, 'breakout_buf': 0.45, 'close_confirm': False, 'partial_exit_R': 5.5, 'trail_bars': 1, 'be_after_R': 0.0, 'atr_filter': 1.4, 'target_R': 4.0, 'flat_eod': True, 'skip_holidays': False}"
199,321,18513,1.173,26902,0.69,34.9,0.112,2.4,21.3,0.2,0.3,513,4,2,"{'or_bars': 8, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 1.4, 'breakout_buf': 0.4, 'close_confirm': True, 'partial_exit_R': 0.0, 'trail_bars': 0, 'be_after_R': 0.2, 'atr_filter': 0.4, 'target_R': 6.5, 'flat_eod': False, 'skip_holidays': True}"
200,800,35396,1.094,35764,0.99,52.8,0.044,2.4,53.1,0.2,0.26,998,4,2,"{'or_bars': 6, 'trade_mode': 'Short Only', 'stop_frac': 2.5, 'vpace_filter': 1.1, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 2.0, 'trail_bars': 12, 'be_after_R': 0.7, 'atr_filter': 0.7, 'target_R': 0.5, 'flat_eod': True, 'skip_holidays': False}"
201,1721,12982,1.031,59434,0.22,35.0,0.02,2.3,114.3,0.07,0.09,376,4,2,"{'or_bars': 7, 'trade_mode': 'Long Only', 'stop_frac': 2.25, 'vpace_filter': 0.1, 'breakout_buf': 0.35, 'close_confirm': True, 'partial_exit_R': 0.5, 'trail_bars': 15, 'be_after_R': 0.1, 'atr_filter': 0.2, 'target_R': 5.0, 'flat_eod': False, 'skip_holidays': True}"
202,2403,28498,1.033,82161,0.35,57.0,0.014,2.3,159.6,0.13,0.16,823,2,2,"{'or_bars': 4, 'trade_mode': 'Long Only', 'stop_frac': 1.75, 'vpace_filter': 0.5, 'breakout_buf': 0.15, 'close_confirm': True, 'partial_exit_R': 5.5, 'trail_bars': 2, 'be_after_R': 0.4, 'atr_filter': 0.0, 'target_R': 0.5, 'flat_eod': False, 'skip_holidays': True}"
203,289,37149,1.289,12478,2.98,57.8,0.122,2.3,19.2,0.34,0.47,1052,4,1,"{'or_bars': 12, 'trade_mode': 'First-candle dir', 'stop_frac': 1.25, 'vpace_filter': 1.0, 'breakout_buf': 0.2, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 1, 'be_after_R': 2.8, 'atr_filter': 1.4, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': True}"
204,398,10097,1.111,14529,0.69,24.4,0.084,2.2,26.4,0.14,0.3,303,5,1,"{'or_bars': 9, 'trade_mode': 'Long Only', 'stop_frac': 1.0, 'vpace_filter': 0.1, 'breakout_buf': 0.0, 'close_confirm': False, 'partial_exit_R': 0.0, 'trail_bars': 17, 'be_after_R': 1.6, 'atr_filter': 1.5, 'target_R': 5.0, 'flat_eod': False, 'skip_holidays': True}"
205,2008,11875,1.022,64388,0.18,23.3,0.017,2.2,133.4,0.05,0.08,355,4,2,"{'or_bars': 9, 'trade_mode': 'First-candle dir', 'stop_frac': 1.5, 'vpace_filter': 0.9, 'breakout_buf': 0.0, 'close_confirm': True, 'partial_exit_R': 1.0, 'trail_bars': 3, 'be_after_R': 0.1, 'atr_filter': 0.5, 'target_R': 3.5, 'flat_eod': True, 'skip_holidays': True}"
206,292,29285,1.258,13705,2.14,55.5,0.115,2.2,19.4,0.27,0.4,872,4,2,"{'or_bars': 7, 'trade_mode': 'Long Only', 'stop_frac': 1.5, 'vpace_filter': 1.2, 'breakout_buf': 0.45, 'close_confirm': True, 'partial_exit_R': 3.5, 'trail_bars': 11, 'be_after_R': 2.8, 'atr_filter': 0.7, 'target_R': 3.0, 'flat_eod': False, 'skip_holidays': False}"
207,596,30723,1.125,33270,0.92,56.2,0.055,2.2,39.6,0.18,0.3,944,5,1,"{'or_bars': 11, 'trade_mode': 'Long Only', 'stop_frac': 2.0, 'vpace_filter': 0.9, 'breakout_buf': 0.35, 'close_confirm': False, 'partial_exit_R': 1.5, 'trail_bars': 14, 'be_after_R': 0.6, 'atr_filter': 1.0, 'target_R': 5.0, 'flat_eod': True, 'skip_holidays': True}"
208,1029,16116,1.05,34644,0.47,34.1,0.033,2.2,68.3,0.11,0.22,478,5,1,"{'or_bars': 5, 'trade_mode': 'Long Only', 'stop_frac': 0.5, 'vpace_filter': 0.2, 'breakout_buf': 0.25, 'close_confirm': False, 'partial_exit_R': 4.5, 'trail_bars': 2, 'be_after_R': 1.8, 'atr_filter': 1.1, 'target_R': 0.0, 'flat_eod': False, 'skip_holidays': False}"
